state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,AKKO,GOVERNMENT JUNIOR SECONDARY SCHOOL TUMFURE,10172517.0,1106215.0,GONA,ALONG DISTRICT HEAD OF TUMFURE,1160120059,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,110,94,204
GOMBE,AKKO,GOVERNMENT JUNIOR SECONDARY SCHOOL KALTANGA,9.918322,11.011762,KASHERE,KALTANGA ALONG BASSA ROAD,1160120060,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,30,30,60
GOMBE,AKKO,GOVERNMENT JUNIOR SECONDARY SCHOOL GUJUBA,10.158098,11.204677,AKKO,,1160120061,Junior Secondary,Rural,Regular,No,Borehole,No Health facility,No,No,No,2020/2021,37,24,61
GOMBE,AKKO,GJSS GARIN RIJIYA,9.946405,10.989097,PINDIGA,NEAR BORE HOLE GARIN RIJIYA,1160120063,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,123,41,164
GOMBE,AKKO,GOVERNMENT DAY JUNIOR SECONDARY SCHOOL SHONGO HAMMA,10.304934,11.09875,GARKO,OPPOSITE HAKIMI PALACE,1160120064,Junior Secondary,Rural,Regular,No,Other,No Health facility,No,Yes,Yes,2020/2021,68,25,93
GOMBE,AKKO,GJSS KESU FARIN BONGO,9.86648,11.017682,KASHERE,,1160120065,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,89,54,143
GOMBE,AKKO,GJSS WURO JULI,10.265165,11.146043,GARKO,BEHIND WURO JULI VILLAGE HEAD HOUSE,1160120067,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,79,58,137
GOMBE,AKKO,GJSS KILAWA,10.018931,11.040135,TUMU,ALONG PINDIGA ROAD,1160120068,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,No,Yes,Yes,2020/2021,64,23,87
GOMBE,AKKO,GJSS GARIN ALKALI PINDIGA,,,PINDIGA,NEAR JAURO HAOUSE,1160120069,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,No,2020/2021,39,17,56
GOMBE,AKKO,GJSS GARIN GARBA TUMU,10.0223,11.019685,TUMU,TUMU,1160120070,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,22,21,43
GOMBE,AKKO,GJSS BETO,10.312802,11.190412,GARKO,ALONG UNIVERSITY ROAD,1160120072,Junior Secondary,Rural,Regular,No,Borehole,First Aid Kit,No,No,Yes,2020/2021,75,79,154
GOMBE,AKKO,GCSS PINDIGA,9.9916728,10.97756505,PINDIGA,PINDIGA,1160130001,Senior Secondary,Rural,Regular,No,Other,First Aid Kit,No,No,No,2020/2021,682,155,837
GOMBE,AKKO,GDSS AKKO,10.28899,10.9732,AKKO,ALONG BAUCHI ROAD,1160130002,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,166,97,263
GOMBE,AKKO,GDSS AKKOYEL,10.038727,11.223907,KUMO WEST,ALONG KEMBU ROAD,1160130003,Senior Secondary,Urban,Regular,No,Well,No Health facility,No,No,No,2020/2021,297,186,483
GOMBE,AKKO,GDSS BOGO,10.272218,11.208252,GARKO,BOGO,1160130005,Senior Secondary,Urban,Regular,Yes,Pipe borne Water,First Aid Kit,No,Yes,Yes,2020/2021,89,76,165
GOMBE,AKKO,GDSS KALSHINGI,,,KALSHINGI,CHILO ROAD,1160130007,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,110,105,215
GOMBE,AKKO,GDSS KASHERE,,,KASHERE,ALONG KASHERE-BILLIRI ROAD,1160130008,Senior Secondary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,501,247,748
GOMBE,AKKO,GDSS KEMBU,10.048235,11.293597,KUMO EAST,ALONG KUMO KEMBU ROAD,1160130009,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,69,16,85
GOMBE,AKKO,GDSS PILOT KUMO,,,KUMO CENTRAL,UNGUWAN BATARI KUMO,1160130010,Senior Secondary,Urban,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,215,78,293
GOMBE,AKKO,GDSS BULA,10.3700099,10.997128,AKKO,UNGUWAN SABON FEGI BULA,1160130011,Senior Secondary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,205,62,267
GOMBE,AKKO,GGSSS KUMO,10.05293,11.1959,KUMO WEST,ALONG GOMBE YOLA ROAD KUMO,1160130012,Senior Secondary,Urban,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,0,976,976
GOMBE,AKKO,GDSS TUMU,10.0081,11.0128,TUMU,OPP MATERNITY CLINIC TUMU,1160130013,Senior Secondary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,314,71,385
GOMBE,AKKO,GGC DOMA,10.274957,11.222983,GARKO,BIU ROAD,1160130014,Senior Secondary,Urban,Regular,No,Pipe borne Water,Health Clinic,No,Yes,No,2020/2021,0,1146,1146
GOMBE,AKKO,GDSS SHONGO IDRISA,10.3,11.79,AKKO,ALONG BAUCHI ROAD,1160130015,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,113,74,187
GOMBE,AKKO,GDSS WURO BIRIJI,10151998.0,119200.0,GARKO,OFF BYE PASS ROAD,1160130016,Senior Secondary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,374,220,594
GOMBE,AKKO,GDSS LAWANTI,10.306712,10.911311,AKKO,NEAR GOMBE INTERNATUIONAL AIRPORT,1160130017,Senior Secondary,Rural,Regular,No,Well,First Aid Kit,No,Yes,No,2020/2021,140,45,185
GOMBE,AKKO,GDSS GADAWO,10.084586,11.142567,,GDAWO,1160130018,Senior Secondary,Rural,Regular,No,Well,First Aid Kit,No,No,Yes,2020/2021,64,47,111
GOMBE,AKKO,GOVT DAY SECONDARY SCHOOL PIYAU,10.000608,11.202267,KUMO WEST,NORTH OF MAIGANGA,1160130019,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,53,44,97
GOMBE,AKKO,GDSS KOBUWA,10.010911,11.167267,KUMO WEST,NORTH OF MAIGANGA,1160130020,Senior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,79,28,107
GOMBE,AKKO,GDSS KUNDULUM,10.320976,11.179488,GARKO,KUNDULUM MAIN STREET NEAR CENTRAL MOSQUE KUNDULUM,1160130021,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,89,60,149
GOMBE,AKKO,GOVERNMENT DAY SECONDARY SCHOOL CHILO WAZIRI,10.107215,11.288227,KALSHINGI,CHILO WAZIRI,1160130022,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,61,14,75
GOMBE,AKKO,GDSS TABRA,10.255483,11.205298,GARKO,ADJECENT WAZIRI,1160130023,Senior Secondary,Urban,Regular,Yes,Well,No Health facility,Yes,Yes,Yes,2020/2021,239,250,489
GOMBE,AKKO,GDSS BARAMBU,,,LEMBI,ESTHERN STREET BARAMBU,1160130024,Senior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,30,0,30
GOMBE,AKKO,PARAMOUNT NURSERY AND PRIMARY SCHOOL,10.274923,11.200143,GARKO,"MISAU ALONG BEGA TABRA, SABONGARIN BOGO",1160140008,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,114,108,222
GOMBE,AKKO,ONWARD INTERNATIONAL,10.275527,11.192708,YELENGURUZA QUATERS,YELENGURUZA,1160140017,Private Education,Urban,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,244,250,494
GOMBE,AKKO,GOMBE ACADEMY BYEPASS,10.25201,11.16638,GARKO,GOMBE BYEPASS,1160140024,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,154,175,329
GOMBE,AKKO,BARDE ACADEMY,10.2628,11.660143,GARKO,HAMMADU KAFI,1160140025,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,75,53,128
GOMBE,AKKO,TEREBINTH OF MOREH ACADEMY,10.260178,11.157665,GARKO,BAGADAZA,1160140032,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,63,44,107
GOMBE,AKKO,BULA ACADEMY,11.47,10.36464656,AKKO,BULA,1160140033,Private Education,Rural,Regular,No,Well,First Aid Kit,,No,,2020/2021,82,28,110
GOMBE,AKKO,DOMA CHILDREN ACADEMY,10.250663,11.16159,GARKO WARD,WURO SHI'E ALONG BYPASS,1160140034,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,71,77,148
GOMBE,AKKO,MARANATHA ACADEMY,10.271942,11.136788,GARKO,NEAR BARAMBU FILLING STATION,1160140037,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,44,33,77
GOMBE,AKKO,SOLITA INTERNATIONAL SCHOOL,10290462.0,11.110255,GARKO,"ALONG, HAUWA MEMORIAL STREET",1160140038,Private Education,Rural,Regular,No,Other,First Aid Kit,,No,,2020/2021,102,86,188
GOMBE,AKKO,FUTURE VIEW ACADEMY   TUNFURE,10.291218,11.291218,GARKO,TUNFURE  NEAR LAYOUT RESERVOIR ROAD GOMBE,1160140047,Private Education,Urban,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,146,153,299
GOMBE,AKKO,LOVE INTERNATIONAL SCHOOL TUNFURE,10.291218,11.088321,GARKO,YAWUNDE STREET TUNFURE,1160140049,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,17,14,31
GOMBE,AKKO,UNITY INTERNATIONAL SCHOOL,10.28448,11.103534,GARKO,EMIR ROAD TUNFURE NEW LAYOUT,1160140050,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,50,51,101
GOMBE,AKKO,DAY SPRING NURSERY/PRIMARY SCH.,10.285775,11.10601,GARKO,BEHIND LABOUR QTR TUNFURE GOMBE,1160140053,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,57,62,119
GOMBE,AKKO,UBAIDA ACADEMY,10.31019,11.178548,GARKO,ARAWA B,1160140054,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,184,171,355
GOMBE,AKKO,AL-HUDA MODEL SCHOOL,10.253108,11.172531,GARKO,DUBAI QUATERS BY-PASS,1160140059,Private Education,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,12,8,20
GOMBE,AKKO,IBN UTHAIMIN ISLAMIC CENTRE,10.261301,11.167575,GARKO,HAMMADU KAFI,1160140060,Private Education,Rural,Islamiyya integrated,Yes,Borehole,First Aid Kit,,Yes,,2020/2021,125,160,285
GOMBE,AKKO,MANARUL HUDA INT ACADEMY,10.258947,11.163328,GARKO,WURO SHI'E,1160140061,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,326,300,626
GOMBE,AKKO,NUBA ROYAL ACADEMY,10.294556,11.11167,GARKO,ALONG HAUWA MEMORIAL HALL TUNFURE,1160140063,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,134,164,298
GOMBE,AKKO,NEW ERA ACADEMY KUMO,,,AKKO,KAN BARIKI,1160140065,Private Education,Urban,Regular,No,No Source of Safe Water,No Health facility,,No,,2020/2021,58,59,117
GOMBE,AKKO,"ACADEMY OF QURAN SCIENCE & TAUHEED, KUMO",10.043544,11.204391,KUMO WEST,OPPOSITE CHIKAIRE  HOUSE KUMO,1160140068,Private Education,Urban,Regular,No,Well,First Aid Kit,,No,,2020/2021,95,47,142
GOMBE,AKKO,MODEL SCIENCE ACADEMY KUMO,,,KUMO WEST,"TASHAN MAGARYA, KUMO ADJECENT SALAMA CLINIC",1160140070,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,414,305,719
GOMBE,AKKO,COURAGEOUS NUR/PRISCHOOL,9.906503,11.00688,KASHERE,KASHERE,1160140073,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,252,197,449
GOMBE,AKKO,"KINGDOM KIDS  SCHOOL, YELWAN BOGO GOMBE",10.275559,11.19269,BOGO,YELWAN BOGO QUARTERS GOMBE,1160140077,Private Education,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,82,80,162
GOMBE,AKKO,SCIENCE INTENSIVE MODEL BYEPASS,10.270769,11.130773,GARKO,ADJECENT GOMBE STATE HIGH COURT,1160140080,Private Education,Rural,Science and Technology College,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,22,25,47
GOMBE,AKKO,"INTEGRITY NURSERY AND PRIMARY, SCHOOL",10.2959,11.10003,GARKO,BEHING BAPTIST CHURCH TUNFURE,1160140086,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,126,158,284
GOMBE,AKKO,ZENITH INTERNATIONAL,10.272817,11.221034,GARKO,BEHING GC DOMA,1160140090,Private Education,Rural,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,155,141,296
GOMBE,AKKO,YAHAYA AHMED MODEL SCHOOL,10.291218,11.08832,GARKO,NEAR NTA GOMBE,1160140092,Private Education,Urban,Regular,No,Other,Health Clinic,,No,,2020/2021,84,100,184
GOMBE,AKKO,"HAMADAJI INTN'L HIGH SCHOOL, KUMO",10.0423,11.21125,KUMO WEST,KAN BARIKI KUOM,1160140094,Private Education,Urban,Regular,No,Pipe borne Water,No Health facility,,No,,2020/2021,119,122,241
GOMBE,AKKO,JAIZ ACADEMY NURSERY AND PRIMARY SCHOOL,,,PINDIGA,ALONG SABON KAURA ROAD PINDIGA,1160140100,Private Education,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,67,48,115
GOMBE,AKKO,"ATIKU MEMORIAL ISLAMIC SECONDARY SCHOOL, KUMO",,,KUMO WEST,KUMO GARIN LIMAN,1160140101,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,608,282,890
GOMBE,AKKO,ASASUL ISLAM NURSERY PRIMARY SCHOOL JIBWIS,10.25985096,11.123748068,KUMO CENTER,SARKIN YAKI ADJACENT CPS KUMO,1160140102,Private Education,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,,No,,2020/2021,143,185,328
GOMBE,AKKO,DARUL HADITH NURSERY AND PRIMARY SCHOOL KUMO,,,KUMO CENTER,UNGUWAN TERA,1160140103,Private Education,Rural,Regular,Yes,Well,First Aid Kit,,Yes,,2020/2021,182,167,349
GOMBE,AKKO,JIBWIS ISLAMIC SCIENCE SECONDARY SCHOOL S YAKI KUMO,10.0435,11.215,KUMO CENTRAL,SARKIN YAKI LAYIN KOTU,1160140104,Private Education,Urban,Regular,No,Well,First Aid Kit,,No,,2020/2021,305,314,619
GOMBE,AKKO,UNIVERSAL MODEL ACADEMY SCHOOL KUMO,10311.0214,11129.39548,KUMO CENTRAL,UNGUWAN SALAMA CLINIC,1160140106,Private Education,Urban,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,121,95,216
GOMBE,AKKO,ALBARKA INTERNATIONAL SECHOOL KUMO,10.042687,11.200095,KUMO WEST,ADJACENT TECHNICAL COLLEGE KUMO,1160140107,Private Education,Urban,Regular,No,Borehole,No Health facility,,No,,2020/2021,27,19,46
GOMBE,AKKO,GREAT LEGACY NURSERY PRIMARY AND SECONDARY,,,KUMO CENTRE,"BARUNDE QUARTERS, KUMO, OPPOSITE YAYARI HOUSE",1160140108,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,348,341,689
GOMBE,AKKO,MARKAZU ABI HURAIRAH,,,GARKO,RIYAL BYE PASS,1160140110,Private Education,Urban,Regular,Yes,Borehole,First Aid Kit,,No,,2020/2021,65,96,161
GOMBE,AKKO,AQSAT SEC SCHOOL GOMBE (ZUBAIRU BN AUWAM),10.257,11.17607,GARKO,RIYAL QUATERS  GOMBE,1160140112,Private Education,Urban,Regular,Yes,Borehole,Health Clinic,,Yes,,2020/2021,564,455,1019
GOMBE,AKKO,ASAS NUR & PRIMARY SCHOOL OF JIBWIS BARUNDE,10.264397,11.181505,,ASAS NUR SERY'S & PRIMARY SCHOOL MALAM BAKO,1160140113,Private Education,Urban,Islamiyya integrated,No,No Source of Safe Water,No Health facility,,No,,2020/2021,189,166,355
GOMBE,AKKO,ASAS NURSERY AND PRIMARY SCHOOL JIBWIS TUMU,,,TUMU,"ALHAJI MUHAMMADU DAMATURU STREET, TUMU",1160140116,Private Education,Rural,Islamiyya integrated,No,Other,First Aid Kit,,No,,2020/2021,83,73,156
GOMBE,AKKO,TUMU ACADEMY,10.0115,11.0057,TUMU,WAMBAI,1160140117,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,83,83,166
GOMBE,AKKO,NASARA MEMORIAL NURSERY AND PRIMARY SCHOOL GOMBE,10.268951,11.151599,AKKO,MAINSTREETNAYINAWA,1160140118,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,169,198,367
GOMBE,AKKO,DARUL QURAN NURSARY AND PRIMARY COMMUNITY SCHOOL,,,KUMO CENTRAL,OPPOSITE ACCESS BANK KUMO,1160140119,Private Education,Urban,Regular,No,Well,First Aid Kit,,No,,2020/2021,141,147,288
GOMBE,AKKO,ALL SAINT ACADEMIC NURSERY AND PRIMARY SCHOOL,10.047058,11.199393,KUMO WEST,BEHIND MOTOR PARK TASHAN MAGARYA KUMO,1160140121,Private Education,Urban,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,19,18,37
GOMBE,AKKO,DONPIDI SCI. & TECH,9.91113,11.013662,KASHERE,PINDIGA DISTRICT ALONG MAIN ROAD KALTUNGO DONPIDI,1160140122,Private Education,Rural,Science and Technology College,No,Borehole,First Aid Kit,,No,,2020/2021,61,50,111
GOMBE,AKKO,IQRA ISLAMIC NURSERY AND PRIMARY SCHOOL,10.291693,11.104595,GARKO,BALOGUN TRANSEFORMER TUNFURE,1160140124,Private Education,Rural,Islamiyya integrated,No,Other,First Aid Kit,,No,,2020/2021,40,35,75
GOMBE,AKKO,METHRO HIGH SCHOOL KUMO,10.04745,11.19348,AKKO,ALONG GENERAL HOSPITAL KUMO,1160140126,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,159,177,336
GOMBE,AKKO,SALEM CHRISTIAN ACADEMIC KUMO,10.044278,11.20219,AKKO,JERUSALEM AREA,1160140127,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,322,298,620
GOMBE,AKKO,ASAS PRIMARY SCHOOL OF JIBWIS KASHERE,9.90502,11.011197,KASHERE,"GOJE STREET, KASHERE",1160140128,Private Education,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,282,150,432
GOMBE,AKKO,BATURE MEMORIAL PRIMARY SCHOOL,9920991.0,11053675.0,TUMU,TUMU,1160140129,Private Education,Rural,Regular,No,Well,First Aid Kit,,No,,2020/2021,14,17,31
GOMBE,AKKO,ECWA NURSERY/PRIMARY SCHOOL BOGO,10.27657,11.201794,AKKO,OFF BIU ROAD OPPOSITE BOGO POLICE STATION B.C.J.A. BOGO,1160140131,Private Education,Rural,Regular,No,Other,First Aid Kit,,No,,2020/2021,31,39,70
GOMBE,AKKO,MADARASATU IHYA'USSUNNAH B.C.G.A,,,GARKO,ARFASTREET B.C. G.A.,1160140132,Private Education,Rural,Islamiyya integrated,Yes,No Source of Safe Water,First Aid Kit,,Yes,,2020/2021,37,41,78
GOMBE,AKKO,SHEIK ABUBAKAR GUMI ACADEMY KUMO,10.047167,11.205634,KUMO CENTRAL,COLOTI OPPOSITE LG KUMO,1160140133,Private Education,Urban,Regular,No,Well,First Aid Kit,,No,,2020/2021,483,429,912
GOMBE,AKKO,MADARASATUL DARUL HADITH KUMO,10.04505,11.216168,KUMO CENTRE,,1160140139,Private Education,Rural,Islamiyya integrated,Yes,Well,First Aid Kit,,Yes,,2020/2021,151,141,292
GOMBE,AKKO,IMAMINA MALIK NURSERY AND PRIMARY SCHOOL KUMO,10.056631,11.2019469,KUMO CENTRE,ALONG ALH. BAPPA MOHAMMED RESIDENCE GARIN LIMAN,1160140140,Private Education,Urban,Islamiyya integrated,No,Borehole,First Aid Kit,,No,,2020/2021,67,43,110
GOMBE,AKKO,ECWA NURSERY/PRIMARY SCHOOL BARUNDE,10.259209,11.186869,GARKO,BARUNDE,1160140141,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,16,23,39
GOMBE,AKKO,MODEL NUR. AND PRI. SCHOOL BOGO BCGA,10.274595,11.205569,GONA,NEAR BOGO PRIMARY HEALTH CARE,1160140144,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,49,68,117
GOMBE,AKKO,GREAT SUCCESS MODEL SCHOOL KANOYEL,10.270918,11.213256,garko,KANOYEL,1160140145,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,Yes,,2020/2021,172,170,342
GOMBE,AKKO,TRUTH AND LIGHT ACADEMY TUNFURE,10.268789,11.108132,GARKO,AFTER YAWUNDE GUEST HOUSE,1160140146,Private Education,Urban,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,45,48,93
GOMBE,AKKO,AUTHENTIC NUR. AND PRI. SCHOOL,10.274308,11.207932,GARKO,SABON GARI BOGO,1160140147,Private Education,Urban,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,77,69,146
GOMBE,AKKO,CITY INTERNATIONAL SCH. GOMBE,,,GARKO WARD,"WURO SHI'E ALONG JAURO S. HOUSE,",1160140153,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,454,448,902
GOMBE,AKKO,SALEM CHILDREN SCHOOL,,,NAYI NAWA,NAYI NAWA QUATERS BEHIND BUHARI ESTATE,1160140156,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,459,369,828
GOMBE,AKKO,BRIGHT LAMP EMMANUEL ACADEMIC,10.2959,11.0961,GARKO,OFF BAUCHI ROAD BEFORE SHONGO HAMMA,1160140159,Private Education,Urban,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,33,22,55
GOMBE,AKKO,EXCEL BRIGHT ACADEMY,,,AKKO,NO. 2 NEAR ECWA CHURCH TUMFURE,1160140160,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,255,272,527
GOMBE,AKKO,UNIVERSAL NUR. AND PRI. SCHOOL ALKAHIRA,10.308357,11.171802,GARKO WARD,ALKAHIRA ARAWA GOMBE,1160140161,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,141,116,257
GOMBE,AKKO,HAVILAH GOLDEN WORLD ACADEMY,,,GARKO,OPP. TUNFURE POLICE STATION AMADA GUESS,1160140162,Private Education,Rural,Regular,No,Other,First Aid Kit,,No,,2020/2021,77,89,166
GOMBE,AKKO,AQSAT DAY SECONDARY SCHOOL,10.266881,11.161992,GARKO,NEAR PHCN STATION BYPASS ABACHA QUARTERS BYPASS,1160140164,Private Education,Rural,Regular,No,Borehole,Health Clinic,,No,,2020/2021,533,417,950
GOMBE,AKKO,AQSAT SECONDARY SCHOOL BOARDING,,,GARKO,ABACHA QUARTERS BYPASS,1160140165,Private Education,Urban,Regular,Yes,Borehole,First Aid Kit,,Yes,,2020/2021,444,346,790
GOMBE,AKKO,INGANCI ACADEMY  LAWANTY,10.301455,10.925348,AKKO,PIPE LINE STREET,1160140166,Private Education,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,22,26,48
GOMBE,AKKO,ATTANZIL QUR'ANIC MEMORIZATION SCHOOL,10.051623,11.20007,KUMO WEST,TASHAN MAGARYA KUMO,1160140167,Private Education,Urban,Islamiyya integrated,No,Other,First Aid Kit,,Yes,,2020/2021,78,111,189
GOMBE,AKKO,GALADIMA LAMPUPU NURSERY AND PRIMARY SCHOOL,31.8672,21.80136,KUMO WEST,JAUROJI,1160140168,Private Education,Rural,Regular,No,Well,First Aid Kit,,No,,2020/2021,48,45,93
GOMBE,AKKO,BIN-UTHMAN ISLAMIC COMMUNITY SCHOOL,10.054449,11.201671,KUMO WEST,BEHIND ATIKU MEMORIAL SECONDARY SCHOOL,1160140169,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,233,109,342
GOMBE,AKKO,HIGHEST INTELLIGENCE,10.276045,11.217493,GARKO,OPPOSITE BOGO PRIMARY SCHOOL,1160140170,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,41,39,80
GOMBE,AKKO,FLYING COLOURS INTERNATIONAL ACADEMY,10.257459,11.176424,GARKO,BARUNDE BY PASS AREA 1,1160140171,Private Education,Rural,Islamiyya integrated,No,Pipe borne Water,Health Clinic,,No,,2020/2021,775,730,1505
GOMBE,AKKO,SUMAYYAT INTERNATIONAL SCHOOL,10.252592,11.177486,GARKO,YERIMA QUARTERS BYPASS,1160140172,Private Education,Rural,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,257,260,517
GOMBE,AKKO,UMMU SULEIM NURSERY AND PRIMARY SCHOOL,10.04158,11.214334,KUMO CENTRAL,"GARIN LIMAN AREA, JAURO TUKUR",1160140173,Private Education,Urban,Islamiyya integrated,No,Other,First Aid Kit,,No,,2020/2021,58,44,102
GOMBE,AKKO,MANARUL HUDA ISLAMIC,10.257043,11.161441,GARKO,HAMMADU KAFI BYPASS,1160140174,Private Education,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,74,60,134
GOMBE,AKKO,DARUL HADITH ISLAMIC AND NURSERY SCHOOL,,,GARKO,BOMALA BYPASS,1160140175,Private Education,Rural,Regular,No,Borehole,No Health facility,,No,,2020/2021,28,16,44
GOMBE,AKKO,GGC NURSERY AND PRIMARY SCHOOL DOMA,10.273435,11.216785,GARKO,ALONG BIU ROAD   GOMBE,1160140177,Private Education,Rural,Regular,No,Borehole,Health Clinic,,Yes,,2020/2021,65,77,142
GOMBE,AKKO,JAMAISH MODEL NURSERY AND PRIMARY SCHOOL,10272575.0,11206788.0,GARKO,ANGUWAN KAMARUN,1160140179,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,16,21,37
GOMBE,AKKO,DANGOMBE NURSERY AND PRIMARY SCHOOL BOMALA,10.257001,11.169699,GARKO,"GOMBE BYEPASS, ALONG BARUNDE ROAD",1160140180,Private Education,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,No,,2020/2021,41,32,73
GOMBE,AKKO,JIBWIS ISLAMIC SCIENCE SECONDARY SCHOOL ARAWA A,9.0005,10.856,GARKO,YAMMA DA GIDAN DAGACI ARAWA A,1160140181,Private Education,Rural,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,328,325,653
GOMBE,AKKO,HURRIYYA NURSERY ADN PRIMARY SCHOOL,10.057408,11.199422,KUMO WEST,ADJACENT TASHAN MAGARYA MOTOR PARK,1160140184,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,16,19,35
